City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
250,City of San Pedro,100,PH,1665538932,75,14.35,121.0167,85.35,5.75
251,Port Hardy,20,CA,1665538932,58,50.6996,-127.4199,57.38,6.91
252,Kutum,12,SD,1665538932,32,14.2,24.6667,74.37,6.93
253,Sungai Penuh,100,ID,1665538932,85,-2.0833,101.3833,68.41,0.69
254,LaBelle,92,US,1665538932,82,26.7617,-81.4384,82.45,9.4
255,Melo,100,UY,1665538932,99,-32.3667,-54.1833,53.78,6.31
256,Teknāf,28,BD,1665538932,77,20.8624,92.3058,80.89,3.22
257,Fuxin,2,CN,1665538933,50,42.0156,121.6589,57.92,8.46
258,Emba,100,KZ,1665538933,28,48.8264,58.1442,52.3,7.43
259,Pozoblanco,79,ES,1665538933,63,38.3791,-4.8483,62.1,3.62
260,Katherine,40,AU,1665538933,49,-14.4667,132.2667,91.72,14.97
261,Jaunjelgava,3,LV,1665538933,96,56.6167,25.0833,40.21,5.06
262,Adelaide,75,AU,1665538933,85,-34.9333,138.6,59.22,8.05
263,Cabo San Lucas,63,MX,1665538933,73,22.8909,-109.9124,84.51,1.01
264,Bāzpur,0,IN,1665538934,88,29.15,79.1167,69.87,2.21
265,Ulaanbaatar,0,MN,1665538934,60,47.9077,106.8832,35.73,2.24
266,São João da Barra,60,BR,1665538934,84,-21.6403,-41.0511,73.17,20.0
267,Kuala Terengganu,20,MY,1665538934,74,5.3302,103.1408,83.98,5.01
268,Saint Paul Harbor,75,US,1665538934,49,57.79,-152.4072,44.11,8.05
269,Ostrovnoy,100,RU,1665538934,86,68.0531,39.5131,41.86,21.14
270,Priiskovyy,6,RU,1665538934,53,51.9333,116.6333,45.0,11.45
271,Lira,88,UG,1665538935,90,2.235,32.9097,64.89,4.0
272,Saravena,52,CO,1665538935,92,6.9538,-71.8752,72.07,2.17
273,Freeport,0,US,1665538940,81,40.6576,-73.5832,64.36,10.36
274,Nanortalik,70,GL,1665538940,74,60.1432,-45.2371,32.61,7.2
275,Aklavik,22,CA,1665538940,83,68.2191,-135.0107,24.37,1.59
276,Umluj,0,SA,1665538941,48,25.0213,37.2685,81.46,9.33
277,George Town,40,MY,1665538713,82,5.4112,100.3354,81.23,7.0
278,Slave Lake,0,CA,1665538941,49,55.2834,-114.769,48.18,13.8
279,Nemuro,4,JP,1665538941,63,43.3236,145.575,58.5,10.42
280,Aden,1,YE,1665538747,67,12.7794,45.0367,83.89,11.5
281,Camacha,40,PT,1665538941,83,33.0833,-16.3333,65.62,13.8
282,Pangnirtung,67,CA,1665538941,71,66.1451,-65.7125,19.96,0.87
283,Leningradskiy,100,RU,1665538942,73,69.3833,178.4167,23.31,16.26
284,Leshukonskoye,25,RU,1665538942,90,64.8989,45.7622,38.19,7.47
285,Lagoa,69,PT,1665538942,83,39.05,-27.9833,69.53,5.19
286,Ouégoa,100,NC,1665538943,68,-20.35,164.4333,78.73,8.5
287,Eatonton,85,US,1665538943,81,33.3268,-83.3885,70.39,6.98
288,Bangkalan,88,ID,1665538943,63,-7.0455,112.7351,82.35,5.17
289,Mwanza,30,TZ,1665538943,63,-2.5167,32.9,72.59,3.71
290,North Myrtle Beach,40,US,1665538943,72,33.816,-78.68,71.06,4.61
291,Progreso,100,MX,1665538944,87,21.2833,-89.6667,82.51,5.35
292,Norden,98,DE,1665538944,71,53.6,7.2,47.95,7.76
293,Iztapa,100,GT,1665538944,87,13.9333,-90.7075,77.63,2.77
294,Faanui,16,PF,1665538944,77,-16.4833,-151.75,77.99,16.44
295,Vostok,6,RU,1665538944,60,46.4856,135.8833,41.77,9.26
296,Grand Haven,100,US,1665538944,84,43.0631,-86.2284,61.03,4.0
297,Izumo,75,JP,1665538945,77,35.3667,132.7667,62.55,2.3
298,Puerto Escondido,100,MX,1665538945,86,15.85,-97.0667,77.7,1.77
299,Carquefou,0,FR,1665538757,92,47.2982,-1.4902,50.07,1.14
300,Broome,0,US,1665538945,87,42.2506,-75.833,55.62,1.01
301,Sucre,0,BO,1665538945,43,-19.0333,-65.2627,55.74,4.68
302,Colesberg,100,ZA,1665538945,19,-30.72,25.0972,70.45,7.14
303,Champerico,100,GT,1665538946,88,14.3,-91.9167,78.01,8.7
304,Havelock,20,US,1665538946,90,34.8791,-76.9013,64.38,0.0
305,Nānākuli,20,US,1665538946,74,21.3906,-158.1547,84.15,6.91
306,North Bend,0,US,1665538946,91,43.4065,-124.2243,65.25,17.27
307,Victoria Point,43,AU,1665538946,60,-27.5833,153.3,77.14,11.99
308,Kigoma,93,TZ,1665538946,55,-4.8769,29.6267,77.76,6.71
309,Nerl',78,RU,1665538946,76,56.6628,40.3893,34.92,3.24
310,Eureka,54,US,1665538947,85,40.8021,-124.1637,58.19,3.0
311,Nagato,22,JP,1665538947,57,34.3833,131.2,67.12,14.81
312,Souillac,20,MU,1665538947,78,-20.5167,57.5167,70.18,6.91
313,Paamiut,69,GL,1665538947,62,61.994,-49.6678,29.7,9.04
314,Gornozavodsk,96,RU,1665538947,77,58.3758,58.3211,34.34,2.39
315,Toktogul,0,KG,1665538947,12,41.8708,72.9402,53.82,0.87
316,San Policarpo,100,PH,1665538948,62,12.1791,125.5072,87.62,4.18
317,Half Moon Bay,100,US,1665538948,81,37.4636,-122.4286,69.55,18.41
318,Quatre Cocos,88,MU,1665538948,62,-20.2078,57.7625,69.91,14.43
319,Codajás,84,BR,1665538953,70,-3.8367,-62.0569,78.33,2.15
320,Nayoro,73,JP,1665538953,64,44.3506,142.4578,55.9,13.33
321,Shingū,100,JP,1665538953,56,33.7333,135.9833,70.32,5.19
322,Mergen,93,CN,1665538954,35,49.1833,125.2167,52.79,13.0
323,Havøysund,78,NO,1665538954,88,70.9963,24.6622,46.63,33.8
324,Longyearbyen,75,SJ,1665538771,75,78.2186,15.6401,35.44,20.71
325,Basavana Bāgevādi,100,IN,1665538954,88,16.5833,75.9667,72.97,2.55
326,Aquiraz,100,BR,1665538954,76,-3.9014,-38.3911,80.69,14.45
327,Pochutla,100,MX,1665538954,96,15.7432,-96.4661,76.82,3.04
328,Hambantota,20,LK,1665538954,100,6.1241,81.1185,77.34,3.44
329,Itoman,40,JP,1665538955,61,26.1247,127.6694,80.62,23.02
330,Anking,0,CN,1665538781,45,30.5092,117.0506,62.73,6.67
331,Menongue,14,AO,1665538955,27,-14.6585,17.691,61.5,5.46
332,Suntar,100,RU,1665538664,96,62.1444,117.6319,36.45,6.64
333,Margate,100,GB,1665538955,76,51.3813,1.3862,53.62,5.73
334,Ust'-Kulom,89,RU,1665538955,89,61.6864,53.6902,39.83,2.8
335,La Cruz,100,MX,1665538955,61,23.9167,-106.9,80.76,10.87
336,Palekastro,8,GR,1665538956,75,35.2,26.25,68.18,10.27
337,Kirakira,28,SB,1665538956,72,-10.4544,161.9205,83.73,6.49
338,Vila,63,PT,1665538956,92,42.0304,-8.1588,50.88,3.06
339,Calama,0,CL,1665538956,7,-22.4667,-68.9333,52.29,9.22
340,Bustamante,1,MX,1665538956,68,26.5333,-100.5,74.75,8.3
341,Isugod,100,PH,1665538956,73,9.3408,118.1196,84.54,9.51
342,Mnogovershinnyy,100,RU,1665538957,86,53.9353,139.9242,34.65,9.1
343,Bayan,99,CN,1665538957,49,46.0833,127.4,51.48,8.97
344,Akhmīm,0,EG,1665538957,47,26.5622,31.745,70.79,8.37
345,Mbaïki,100,CF,1665538957,99,3.8678,17.9892,68.18,1.01
346,Thunder Bay,75,CA,1665538958,77,48.4001,-89.3168,57.18,6.91
347,Dingle,87,PH,1665538958,73,10.9995,122.6711,85.15,8.97
348,Peringat,20,MY,1665538958,83,6.0333,102.2833,78.75,8.05
349,Laguna,0,US,1665538958,28,38.421,-121.4238,88.43,5.75
350,São Filipe,81,CV,1665538958,78,14.8961,-24.4956,79.3,7.43
351,Oranjemund,100,NA,1665538959,96,-28.55,16.4333,58.42,8.72
352,Acapulco de Juárez,100,MX,1665538959,94,16.8634,-99.8901,78.62,2.3
353,Kiruna,75,SE,1665538959,86,67.8557,20.2251,31.12,8.05
354,Mahon,40,ES,1665538959,94,39.8885,4.2658,66.76,9.22
355,Kumul,84,CN,1665538936,33,42.8,93.45,51.8,1.07
356,Kieta,97,PG,1665538959,75,-6.2167,155.6333,83.34,4.97
357,Nadym,100,RU,1665538960,86,65.5333,72.5167,37.83,13.38
358,El Porvenir,100,HN,1665538960,94,13.7617,-87.3458,78.13,3.24
359,Rawlins,0,US,1665538960,57,41.7911,-107.2387,45.36,4.61
360,Sakakah,0,SA,1665538675,32,29.9697,40.2064,71.17,5.77
361,Wajima,0,JP,1665538960,67,37.4,136.9,65.08,6.91
362,Ati,2,TD,1665538960,53,13.2154,18.3353,83.3,2.1
363,Norman Wells,40,CA,1665538960,80,65.282,-126.8329,30.24,8.05
364,Puerto Madryn,4,AR,1665538966,38,-42.7692,-65.0385,63.36,17.05
365,Nantucket,0,US,1665538966,82,41.2835,-70.0995,57.99,6.91
366,Naze,97,JP,1665538966,68,28.3667,129.4833,74.32,18.41
367,Herne Bay,100,GB,1665538777,80,51.373,1.1286,50.41,4.59
368,Samaná,91,DO,1665538966,86,19.2056,-69.3369,78.91,8.14
369,Mandalgovi,8,MN,1665538966,56,45.7625,106.2708,38.79,15.3
370,Ponta do Sol,16,PT,1665538884,64,32.6667,-17.1,70.43,6.2
371,Pedro II,11,BR,1665538967,36,-4.4247,-41.4586,74.25,4.47
372,Tiksi,100,RU,1665538967,82,71.6872,128.8694,21.7,18.01
373,Tautira,29,PF,1665538967,80,-17.7333,-149.15,76.6,16.98
374,Jalu,99,LY,1665538967,39,29.0331,21.5482,72.41,4.25
375,Ust-Nera,96,RU,1665538967,85,64.5667,143.2,16.52,3.06
376,Tilichiki,100,RU,1665538967,50,60.4667,166.1,31.59,9.53
377,Oyama,100,JP,1665538968,51,36.3,139.8,69.58,4.16
378,Kishorganj,89,BD,1665538968,84,24.4333,90.7667,79.2,6.58
379,Tarauacá,89,BR,1665538968,97,-8.1614,-70.7656,71.4,3.15
380,Young,0,UY,1665538968,88,-32.6833,-57.6333,50.05,6.11
381,Warren,0,US,1665538968,63,39.4334,-84.1666,63.88,6.91
382,Laas,82,IT,1665538968,94,46.6166,10.7002,50.36,1.45
383,Niquero,62,CU,1665538969,79,20.0431,-77.5828,80.04,4.61
384,Noril'sk,100,RU,1665538969,91,69.3535,88.2027,33.42,6.17
385,Evensk,73,RU,1665538969,58,61.95,159.2333,27.64,22.53
386,Flinders,100,AU,1665538969,72,-34.5833,150.8552,70.18,5.01
387,Barisāl,32,BD,1665538969,82,22.7019,90.3711,81.57,4.25
388,Horqueta,24,PY,1665538969,97,-23.3428,-57.0597,59.56,4.34
389,Pitimbu,82,BR,1665538777,80,-7.4706,-34.8086,77.59,14.97
390,Baharly,1,TM,1665538970,51,38.4362,57.4316,64.58,2.04
391,Kiryat Gat,0,IL,1665538970,100,31.61,34.7642,71.4,3.04
392,Yumen,100,CN,1665538970,30,40.2833,97.2,46.96,11.41
393,Cap Malheureux,38,MU,1665538970,74,-19.9842,57.6142,66.47,3.0
394,Lábrea,100,BR,1665538970,97,-7.2586,-64.7981,72.1,2.71
395,Coari,72,BR,1665538932,74,-4.085,-63.1414,77.85,1.92
396,Kandrian,54,PG,1665538971,59,-6.2167,149.55,86.85,11.05
397,Kailua,100,US,1665538971,88,21.4022,-157.7394,84.18,4.0
398,Shimoda,100,JP,1665538971,65,34.6667,138.95,68.36,17.09
399,Usinsk,100,RU,1665538971,93,65.9939,57.5281,40.03,12.28
400,Hirara,75,JP,1665538971,65,24.8,125.2833,79.07,20.71
401,Kendari,100,ID,1665538972,90,-3.945,122.4989,76.68,2.26
402,Marystown,31,CA,1665538972,81,47.1666,-55.1483,50.18,18.12
403,Union,0,US,1665538972,66,40.6334,-74.2663,65.28,4.61
404,Batagay,6,RU,1665538972,80,67.6333,134.6333,12.78,3.27
405,Gimli,100,CA,1665538972,76,50.6336,-96.9907,50.02,14.97
406,Meulaboh,49,ID,1665538972,74,4.1363,96.1285,81.5,4.21
407,Maroon Town,41,JM,1665538972,91,18.3446,-77.7954,75.2,5.14
408,Jinchang,96,CN,1665538973,27,38.4953,102.1739,52.72,3.11
409,Jacksonville,75,US,1665538841,85,30.3322,-81.6556,77.11,9.22
410,Saint-Paul,37,RE,1665538973,75,-21.0096,55.2707,66.29,1.12
411,Ambulu,100,ID,1665538973,75,-8.345,113.6058,81.68,4.88
412,Gao,19,ML,1665538973,18,16.6362,1.637,86.5,7.58
413,Kholm-Zhirkovskiy,100,RU,1665538979,89,55.5189,33.4731,41.59,4.03
414,Tessalit,0,ML,1665538979,15,20.1986,1.0114,81.46,10.33
415,Mount Isa,50,AU,1665538979,17,-20.7333,139.5,94.77,10.36
416,Prado,53,BR,1665538979,72,-17.3411,-39.2208,75.69,9.98
417,Shirokiy,100,RU,1665538979,50,49.758,129.523,45.41,4.81
418,Riyadh,0,SA,1665538914,20,24.6877,46.7219,71.74,5.73
419,Codrington,100,AU,1665538980,67,-38.2667,141.9667,64.85,12.39
420,Piranhas,72,BR,1665538980,40,-16.4269,-51.8222,81.5,6.02
421,Marawi,100,PH,1665538980,65,7.9986,124.2928,80.55,3.31
422,Puerto Ayacucho,94,VE,1665538980,89,5.6639,-67.6236,76.59,3.18
423,Cam Ranh,75,VN,1665538980,74,11.9214,109.1591,80.56,12.66
424,Severo-Kuril'sk,71,RU,1665538980,87,50.6789,156.125,49.91,25.59
425,Marfino,0,RU,1665538980,80,55.7028,37.3822,34.09,2.24
426,Karaman Province,19,TR,1665538981,55,37.0833,33.25,51.85,2.57
427,Abapó,99,BO,1665538981,44,-18.8333,-63.4667,57.74,0.49
428,Port Blair,40,IN,1665538981,94,11.6667,92.75,78.84,1.14
429,Nishihara,40,JP,1665538981,63,26.1842,127.7558,79.88,21.85
430,Nur-Sultan,14,KZ,1665538982,55,51.1801,71.446,42.89,3.47
431,Fairbanks,100,US,1665538982,77,64.8378,-147.7164,33.76,10.36
432,Ulladulla,100,AU,1665538982,59,-35.35,150.4667,66.27,13.09
433,Inverell,97,AU,1665538982,54,-29.7833,151.1167,72.66,8.01
434,Roura,0,GF,1665538982,94,4.7263,-52.3274,78.71,0.0
435,St. George's,75,GD,1665538982,94,12.0564,-61.7485,78.48,18.41
436,Manta,100,EC,1665538982,83,-0.95,-80.7333,71.38,8.05
437,Abhā,0,SA,1665538915,23,18.2164,42.5053,58.82,0.0
438,Ketchikan,100,US,1665538983,82,55.3422,-131.6461,55.87,9.22
439,Ngunguru,100,NZ,1665538983,64,-35.6167,174.5,60.96,6.58
440,Lisala,92,CD,1665538983,99,2.15,21.5167,68.23,1.41
441,Gaspé,100,CA,1665538983,46,48.8334,-64.4819,52.02,8.05
442,Pacific Grove,100,US,1665538983,88,36.6177,-121.9166,60.48,5.99
443,Vao,100,NC,1665538983,78,-22.6667,167.4833,72.93,12.24
444,Santa Marta,75,CO,1665538984,70,11.2408,-74.199,86.05,9.22
445,Itarema,99,BR,1665538984,81,-2.9248,-39.9167,79.11,15.97
446,Rome,0,US,1665538984,89,43.2128,-75.4557,59.67,4.61
447,Takoradze,59,GH,1665538803,87,4.8845,-1.7554,75.87,5.14
448,Saint-Philippe,41,RE,1665538984,75,-21.3585,55.7679,63.99,10.07
449,Bushehr,0,IR,1665538928,61,28.9684,50.8385,77.09,0.0
450,Katangli,100,RU,1665538984,91,51.7102,143.2326,40.23,22.77
451,Mehamn,40,NO,1665538985,81,71.0357,27.8492,44.55,3.44
452,São José de Ribamar,63,BR,1665538985,79,-2.5619,-44.0542,82.78,10.69
453,Saint-Joseph,18,RE,1665538985,74,-21.3667,55.6167,62.98,10.36
454,Okhotsk,37,RU,1665538985,54,59.3833,143.3,36.52,16.31
455,Juneau,100,US,1665538985,97,58.3019,-134.4197,52.21,6.91
456,Najrān,6,SA,1665538985,31,17.4924,44.1277,66.85,3.0
457,Olinda,75,BR,1665538986,88,-8.0089,-34.8553,73.13,8.05
458,Muroto-misakicho,94,JP,1665538986,59,33.2833,134.15,69.26,12.57
459,Nuevo Progreso,41,MX,1665538986,75,23.1667,-97.95,77.54,6.02
460,Marzuq,3,YE,1665538991,55,14.4,46.4667,67.75,0.76
461,Egvekinot,7,RU,1665538991,62,66.3167,-179.1667,17.08,5.37
462,Te Anau,7,NZ,1665538991,43,-45.4167,167.7167,57.16,2.44
463,Virginia Beach,0,US,1665538820,82,36.8529,-75.978,60.03,0.0
464,Faya,7,SA,1665538992,35,18.3851,42.4509,59.11,4.03
465,Barra do Bugres,100,BR,1665538992,95,-15.0725,-57.1811,71.11,1.97
466,Honiara,70,SB,1665538992,72,-9.4333,159.95,84.02,4.97
467,Meïganga,97,CM,1665538993,97,6.5167,14.3,64.15,3.74
468,Puerto Nariño,89,CO,1665538993,95,-3.7703,-70.3831,74.19,3.62
469,Launceston,100,AU,1665538993,70,-41.45,147.1667,64.04,9.22
470,Narrabri,100,AU,1665538993,54,-30.3167,149.7833,74.52,1.01
471,Doha,0,QA,1665538962,36,25.2867,51.5333,82.38,5.75
472,Wiang Sa,100,TH,1665538993,86,8.6359,99.3666,83.86,1.16
473,Harper,100,LR,1665538994,88,4.375,-7.7169,76.53,6.98
474,Ndioum,96,SN,1665538994,43,16.5129,-14.6471,87.91,9.44
475,North Platte,0,US,1665538994,49,41.1239,-100.7654,62.49,28.99
476,Santa Elena,53,EC,1665538994,85,-2.2333,-80.85,68.76,10.89
477,Lavrentiya,93,RU,1665538995,57,65.5833,-171.0,30.13,10.0
478,Awjilah,99,LY,1665538995,39,29.1081,21.2869,72.75,4.68
479,Bambous Virieux,20,MU,1665538995,78,-20.3428,57.7575,70.05,6.91
480,Vestmannaeyjar,34,IS,1665538995,73,63.4427,-20.2734,45.03,19.35
481,High Prairie,98,CA,1665538995,33,55.4334,-116.4858,51.12,13.58
482,Stromness,100,GB,1665538995,90,58.965,-3.296,51.87,15.01
483,Mersing,40,MY,1665538995,94,2.4312,103.8405,75.11,5.75
484,Belaya Gora,14,RU,1665538996,52,68.5333,146.4167,22.55,6.78
485,Moranbah,2,AU,1665538996,37,-22.0016,148.0466,81.25,13.29
486,Visby,7,SE,1665538996,76,57.6409,18.296,50.22,11.5
487,Sinegor'ye,100,RU,1665538996,90,62.0788,150.477,13.03,2.33
488,Vila Franca do Campo,7,PT,1665538996,85,37.7167,-25.4333,69.19,1.21
489,Umreth,23,IN,1665538997,70,22.7,73.1167,78.57,2.17
490,Truth or Consequences,0,US,1665538997,46,33.1284,-107.2528,71.83,5.75
491,Macheng,7,CN,1665538997,33,31.1783,115.0319,65.1,1.95
492,Ternate,100,ID,1665538997,78,0.8,127.4,81.43,10.29
493,Tahe,100,CN,1665538997,48,52.3333,124.7333,43.93,4.38
494,Partyzany,11,UA,1665538998,63,46.3314,34.7503,46.53,6.85
495,Tongi,75,BD,1665538998,78,23.89,90.4058,82.4,8.05
496,Dombås,87,NO,1665538952,88,62.0696,9.1235,30.15,3.78
497,Kharp,78,RU,1665538998,93,66.8014,65.8081,36.36,6.08
498,Peace River,40,CA,1665538998,40,56.2501,-117.286,52.11,3.44
499,Rochester,0,US,1665538998,72,43.1548,-77.6156,61.14,0.0
500,Akropong,100,GH,1665538998,94,5.9746,-0.0854,74.35,2.86
